-0.0161750588,-0.0162130232,-0.0170562123,-0.018125928,-0.0160307617,-0.0127415119,0.00457880724,0.0215911651
0.0863291442,0.0863005486,0.085668382,0.0848796505,0.0878234635,0.0919194697,0.113112928,0.133785758
0.1918097,0.191770601,0.190831691,0.188486388,0.187142664,0.189942477,0.210907542,0.233447107
0.0308707974,0.0308512272,0.0304523721,0.0304984096,0.0348699771,0.0390607166,0.0586387423,0.0771392999
0.12798882,0.127955693,0.127192539,0.125825398,0.127514152,0.131314173,0.152657651,0.17396837
0.206578142,0.206553367,0.205958211,0.204480704,0.204569363,0.207751667,0.229329577,0.252141329
-0.0499620728,-0.0500262955,-0.0515157248,-0.0543956401,-0.0562526589,-0.0544499184,-0.04026654,-0.0249251816
0.0497888104,0.0497648127,0.0492602133,0.0489891315,0.052969391,0.0572734394,0.0781646655,0.0981472069
0.174774388,0.174726767,0.173587136,0.17081388,0.169024193,0.171756466,0.192504742,0.214791139
0.0778984065,0.0778840526,0.0775983429,0.0777744006,0.0823694879,0.0867769278,0.107462976,0.127038836
0.161916101,0.161883832,0.161124996,0.159571857,0.160672314,0.164335196,0.185926707,0.207777896
0.215917598,0.215906445,0.215640111,0.215046302,0.216815857,0.220497926,0.242814706,0.265842814
0.178749503,0.178737154,0.17845523,0.178152081,0.181590112,0.185905648,0.208024096,0.229553792
0.21708478,0.217083544,0.217059445,0.217234495,0.22123731,0.225845388,0.249612089,0.272854385
0.226174566,0.226187024,0.226491237,0.227485469,0.232427263,0.236939608,0.259688679,0.282127748
