2.75260954,2.48612532,2.0379519,1.91462307,1.32883152,1.30079934
2.7540638,2.48738879,2.03918595,1.91606793,1.33008193,1.30202495
2.75409049,2.48770627,2.03967797,1.91643398,1.33090914,1.30267636
2.75413125,2.48776454,2.03985684,1.91643398,1.33090914,1.30267636
2.75408716,2.48770555,2.0396781,1.91643347,1.33090952,1.30267667
2.75408744,2.48770577,2.0396783,1.91643384,1.33090978,1.30267685
2.6957535,2.33925716,1.94449502,1.91640833,1.33081143,1.30205313
2.69572355,2.33892167,1.94395872,1.91599542,1.32981139,1.30123443
