0,0.075303479,0.142718692,0.20249801,0.254923405,0.300303573,0.338970969,0.371278752,0.397597683,0.418312992,0.433821237,0.444527188,0.450840764,0.453174048,0.451938437,0.447541953,0.440386804,0.430867285,0.419368179,0.406263978,0.39191949,0.375864078,0.358236487,0.340034182,0.321895962,0.305652667,0.321895962,0.340034182,0.358236487,0.375864078,0.39191949,0.406263978,0.419368179,0.430867285,0.440386804,0.447541953,0.451938437,0.453174048,0.450840764,0.444527188,0.433821237,0.418312992,0.397597683,0.371278752,0.338970969,0.300303573,0.254923405,0.20249801,0.142718692,0.075303479,0
0,0.0491661104,0.0942119933,0.136038405,0.175282543,0.21234248,0.247408482,0.2804988,0.311497762,0.340194217,0.366318685,0.389577835,0.409685204,0.426387383,0.439485153,0.448849341,0.454431434,0.456269223,0.454488033,0.449298378,0.440991353,0.428987724,0.413441614,0.395575142,0.376273606,0.357858305,0.376273606,0.395575142,0.413441614,0.428987724,0.440991353,0.449298378,0.454488033,0.456269223,0.454431434,0.448849341,0.439485153,0.426387383,0.409685204,0.389577835,0.366318685,0.340194217,0.311497762,0.2804988,0.247408482,0.21234248,0.175282543,0.136038405,0.0942119933,0.0491661104,0
0,0.024025667,0.0464215999,0.0679530562,0.0892298957,0.110737113,0.132856452,0.155880183,0.180017629,0.205394816,0.232047667,0.259909483,0.288794038,0.3183766,0.348176368,0.377545246,0.405669042,0.431587743,0.454240673,0.472539662,0.485468762,0.491120099,0.488542478,0.478432538,0.461609576,0.441125105,0.461609576,0.478432538,0.488542478,0.491120099,0.485468762,0.472539662,0.454240673,0.431587743,0.405669042,0.377545246,0.348176368,0.3183766,0.288794038,0.259909483,0.232047667,0.205394816,0.180017629,0.155880183,0.132856452,0.110737113,0.0892298957,0.0679530562,0.0464215999,0.024025667,0
6.36867548e-17,0.0632627249,0.122154853,0.176426081,0.225883688,0.270392849,0.309876198,0.34431266,0.373735593,0.398230273,0.417930781,0.433016352,0.443707255,0.450260293,0.45296402,0.452133775,0.44810667,0.44123671,0.431890274,0.420442334,0.407274101,0.391909057,0.374509182,0.356145711,0.337526572,0.320614404,0.337526572,0.356145711,0.374509182,0.391909057,0.407274101,0.420442334,0.431890274,0.44123671,0.44810667,0.452133775,0.45296402,0.450260293,0.443707255,0.433016352,0.417930781,0.398230273,0.373735593,0.34431266,0.309876198,0.270392849,0.225883688,0.176426081,0.122154853,0.0632627249,6.36867548e-17
4.0348062e-17,0.0402025159,0.0783378805,0.114838524,0.150036442,0.184151826,0.217287972,0.249432365,0.280463713,0.310164435,0.338237998,0.36433022,0.388053524,0.409012922,0.426832406,0.441180373,0.451792719,0.458492419,0.461204645,0.459966957,0.454934788,0.445401268,0.431449279,0.414328158,0.394991736,0.375941066,0.394991736,0.414328158,0.431449279,0.445401268,0.454934788,0.459966957,0.461204645,0.458492419,0.451792719,0.441180373,0.426832406,0.409012922,0.388053524,0.36433022,0.338237998,0.310164435,0.280463713,0.249432365,0.217287972,0.184151826,0.150036442,0.114838524,0.0783378805,0.0402025159,4.0348062e-17
1.886314e-17,0.0188378479,0.0369588133,0.0548032253,0.0727656562,0.091200581,0.110426246,0.130726202,0.152347737,0.175496237,0.200324354,0.226914894,0.255256597,0.285212699,0.316483605,0.348567207,0.380723612,0.411954782,0.441012936,0.466452789,0.486739589,0.499314569,0.502515907,0.496465088,0.481639603,0.461123547,0.481639603,0.496465088,0.502515907,0.499314569,0.486739589,0.466452789,0.441012936,0.411954782,0.380723612,0.348567207,0.316483605,0.285212699,0.255256597,0.226914894,0.200324354,0.175496237,0.152347737,0.130726202,0.110426246,0.091200581,0.0727656562,0.0548032253,0.0369588133,0.0188378479,1.886314e-17
0,0.0853705134,0.159638806,0.223604995,0.2780438,0.32370368,0.361306115,0.391545044,0.415086426,0.432567935,0.444598762,0.451759536,0.454602339,0.453650847,0.449400578,0.442319281,0.432847506,0.421399423,0.408364024,0.394106984,0.378973726,0.362495335,0.344789459,0.326792971,0.309090162,0.293407361,0.309090162,0.326792971,0.344789459,0.362495335,0.378973726,0.394106984,0.408364024,0.421399423,0.432847506,0.442319281,0.449400578,0.453650847,0.454602339,0.451759536,0.444598762,0.432567935,0.415086426,0.391545044,0.361306115,0.32370368,0.2780438,0.223604995,0.159638806,0.0853705134,0
0,0.0568934454,0.107763756,0.154006964,0.196552166,0.235945704,0.272436569,0.306057626,0.336698915,0.364170773,0.388255695,0.408748834,0.4254877,0.438372107,0.447375689,0.452550453,0.454025828,0.45200369,0.446750716,0.438589466,0.427889729,0.414148747,0.397551965,0.37927712,0.360142306,0.342316679,0.360142306,0.37927712,0.397551965,0.414148747,0.427889729,0.438589466,0.446750716,0.45200369,0.454025828,0.452550453,0.447375689,0.438372107,0.4254877,0.408748834,0.388255695,0.364170773,0.336698915,0.306057626,0.272436569,0.235945704,0.196552166,0.154006964,0.107763756,0.0568934454,0
0,0.0288169705,0.0551153719,0.0800180098,0.104349736,0.128707521,0.153509104,0.179024979,0.205397249,0.232648277,0.260681979,0.289280706,0.318101001,0.346671871,0.374399381,0.400581265,0.424434483,0.445137191,0.461884406,0.473954085,0.480778026,0.480950075,0.474007572,0.460987144,0.442870728,0.422602647,0.442870728,0.460987144,0.474007572,0.480950075,0.480778026,0.473954085,0.461884406,0.445137191,0.424434483,0.400581265,0.374399381,0.346671871,0.318101001,0.289280706,0.260681979,0.232648277,0.205397249,0.179024979,0.153509104,0.128707521,0.104349736,0.0800180098,0.0551153719,0.0288169705,0
0,0.0522153018,0.102752662,0.151135882,0.19692292,0.23971318,0.279154033,0.314946375,0.34684913,0.374682571,0.398330398,0.417740519,0.432924547,0.443956026,0.450967476,0.454146365,0.453730176,0.450000805,0.443278614,0.43391662,0.422295662,0.407922349,0.390974602,0.372596253,0.353568644,0.335995792,0.353568644,0.372596253,0.390974602,0.407922349,0.422295662,0.43391662,0.443278614,0.450000805,0.453730176,0.454146365,0.450967476,0.443956026,0.432924547,0.417740519,0.398330398,0.374682571,0.34684913,0.314946375,0.279154033,0.23971318,0.19692292,0.151135882,0.102752662,0.0522153018,0
