2.01910575,2.02294835,2.02079405,2.02322178,2.01746722,2.02348183,2.02212358,2.02079399,2.0234368,2.02256948
2.02331548,2.02308441,2.02371945,2.02273561,2.02253811,2.02264905,2.02354898,2.02371934,2.0193778,2.01517551
2.02364786,2.02189523,2.022936,2.01926658,2.02373117,2.01855728,2.02160107,2.02293585,2.01250845,2.00025222
2.02255994,2.02069236,2.02095002,2.01525652,2.02339276,2.01393767,2.01873932,2.02094985,2.00524071,1.98687931
2.02086708,2.01968606,2.01853874,2.01130956,2.02233494,2.00946325,2.01566216,2.01853854,1.99818046,1.97687299
2.00576679,2.00955244,2.00743815,2.0098297,2.00414183,2.01008857,2.00875031,2.00743809,2.01001889,2.00918484
2.00992155,2.00965026,2.01030799,2.00929222,2.0091596,2.00920358,2.01012147,2.01030789,2.00591587,2.00173407
2.01022208,2.00844537,2.00949543,2.00580484,2.01031976,2.00509514,2.00814867,2.00949529,1.99904281,1.98683619
2.00911501,2.00723502,2.00749411,2.00179097,2.00995993,2.0004744,2.00527629,2.00749393,1.99178913,1.97351019
2.00741086,2.00622484,2.00507549,1.99784738,2.00888805,1.99600617,2.00219626,2.00507529,1.98475138,1.96354523
2.00584922,2.00965259,2.00752516,2.00992796,2.00422097,2.01018694,2.00884253,2.0075251,2.01012703,2.00928066
2.01002041,2.0097651,2.01041323,2.00941099,2.00925335,2.00932323,2.01023316,2.01041313,2.00604557,2.00186072
2.01033298,2.00856762,2.00961288,2.00593457,2.01042496,2.00522581,2.00827221,2.00961274,1.9991815,1.98696998
2.00923457,2.00736149,2.00761973,2.00192661,2.01007386,2.00061064,2.00540711,2.00761955,1.99193048,1.97364126
2.00753669,2.00635392,2.00520662,1.99798609,2.00900863,1.996145,2.00233158,2.00520641,1.98489204,1.96367202
2.0058149,2.00961077,2.00748879,2.00988685,2.00418819,2.01014576,2.00880392,2.00748873,2.0100821,2.00924056
2.00997906,2.00971771,2.01036937,2.0093622,2.00921409,2.00927412,2.01018688,2.01036926,2.00599327,2.00180995
2.01028698,2.00851766,2.00956455,2.00588228,2.01038111,2.00517327,2.00822182,2.00956441,1.99912698,1.98691858
2.00918551,2.00731017,2.00756868,2.00187277,2.01002676,2.00055676,2.0053545,2.0075685,1.99187602,1.97359242
2.00748557,2.0063018,2.00515393,1.99793172,2.00895922,1.99609082,2.00227781,2.00515372,1.98483872,1.96362583
2.00581513,2.00961373,2.00748977,2.00988954,2.00418786,2.01014847,2.00880572,2.00748971,2.01008615,2.00924291
2.00998184,2.0097226,2.01037304,2.00936756,2.00921612,2.00927958,2.01019139,2.01037294,2.00599978,2.00181604
2.01029139,2.00852341,2.00956975,2.00588878,2.01038478,2.00517986,2.00822771,2.00956961,1.99913418,1.98692495
2.00919096,2.00731636,2.00757478,2.00187977,2.01003155,2.00056377,2.00536111,2.00757461,1.99188321,1.97359812
2.0074917,2.00630825,2.00516056,1.99793888,2.00896479,1.99609793,2.00228478,2.00516035,1.9848456,1.96363082
2.00581238,2.00960998,2.00748673,2.00988587,2.00418534,2.01014479,2.00880237,2.00748667,2.01008203,2.00923936
2.00997814,2.00971823,2.01036904,2.00936306,2.00921268,2.00927506,2.01018713,2.01036894,2.00599502,2.00181146
2.01028716,2.00851882,2.0095653,2.00588403,2.01038078,2.0051751,2.00822308,2.00956516,1.99912938,1.98692056
2.00918644,2.00731167,2.0075701,2.00187496,2.01002721,2.00055899,2.00535634,2.00756993,1.99187856,1.97359413
2.00748702,2.00630351,2.00515578,1.99793411,2.00896024,1.99609321,2.00227997,2.00515558,1.98484115,1.96362718
2.0058125,2.00961042,2.00748695,2.00988629,2.00418538,2.01014521,2.00880269,2.00748689,2.01008258,2.00923974
2.00997857,2.00971885,2.01036956,2.0093637,2.00921303,2.00927571,2.01018772,2.01036945,2.00599572,2.00181212
2.01028774,2.00851948,2.00956593,2.00588473,2.01038129,2.0051758,2.00822376,2.00956579,1.99913007,1.98692116
2.00918709,2.00731236,2.00757079,2.00187566,2.01002782,2.00055968,2.00535704,2.00757062,1.9918792,1.97359463
2.0074877,2.0063042,2.00515648,1.99793479,2.00896089,1.99609388,2.00228067,2.00515628,1.98484174,1.9636276
2.00581207,2.00960988,2.00748648,2.00988575,2.00418498,2.01014467,2.00880218,2.00748641,2.01008201,2.00923922
2.00997803,2.00971826,2.01036899,2.00936312,2.00921251,2.00927512,2.01018714,2.01036889,2.00599514,2.00181156
2.01028717,2.0085189,2.00956535,2.00588415,2.01038073,2.00517522,2.00822317,2.00956521,1.99912952,1.98692067
2.0091865,2.00731177,2.0075702,2.0018751,2.01002723,2.00055912,2.00535646,2.00757003,1.99187869,1.9735942
2.00748712,2.00630362,2.00515591,1.99793425,2.00896031,1.99609335,2.00228011,2.00515571,1.98484127,1.96362721
2.00581205,2.00960989,2.00748647,2.00988576,2.00418495,2.01014468,2.00880218,2.00748641,2.01008202,2.00923922
2.00997804,2.00971828,2.010369,2.00936313,2.00921252,2.00927514,2.01018715,2.0103689,2.00599515,2.00181156
2.01028718,2.00851891,2.00956536,2.00588416,2.01038074,2.00517523,2.00822318,2.00956522,1.99912952,1.98692066
2.00918652,2.00731178,2.00757022,2.0018751,2.01002725,2.00055913,2.00535647,2.00757004,1.99187868,1.97359419
2.00748713,2.00630363,2.00515591,1.99793425,2.00896032,1.99609334,2.00228011,2.00515571,1.98484125,1.96362719
