0.307621084,0.356273552,0.323124844,0.359861324,0.294988001,0.367389935,0.339133766,0.32312462,0.382010945,0.41739975
0.36186138,0.403002447,0.380796816,0.425085797,0.345661325,0.43839001,0.399569266,0.380796324,0.454086826,0.544572305
0.39895819,0.428911912,0.419331039,0.466258179,0.380949437,0.48268325,0.438996124,0.419330255,0.500846646,0.608477013
0.426991633,0.445277681,0.447952131,0.495563568,0.40800679,0.513662751,0.467791557,0.447951041,0.534950651,0.649961724
0.449321945,0.456305617,0.470442689,0.517830961,0.429820775,0.536805283,0.49012959,0.470441284,0.561411343,0.692222026
0.309208181,0.357579016,0.324666382,0.361239201,0.296593956,0.368794096,0.340603485,0.324666155,0.383150695,0.4190755
0.363228499,0.403965732,0.382029667,0.425949676,0.347115138,0.439245235,0.400638234,0.38202917,0.454507218,0.545131471
0.400053953,0.429640077,0.420234628,0.466685404,0.382183925,0.483068588,0.439685733,0.420233838,0.500712124,0.608178996
0.42782708,0.445844735,0.448561111,0.495650313,0.409017041,0.513687471,0.468162917,0.448560014,0.534421671,0.649226374
0.449922678,0.456759844,0.47079866,0.517655061,0.430619998,0.536558323,0.490240169,0.470797249,0.560615758,0.69123604
0.308316151,0.356312805,0.323673457,0.359986083,0.295776398,0.367514056,0.339496272,0.32367323,0.381684296,0.417659862
0.361960626,0.402321202,0.380608603,0.424154834,0.345967574,0.437380628,0.399054356,0.380608107,0.45239477,0.542626656
0.398484261,0.427771997,0.418484501,0.464515386,0.380762819,0.480801355,0.437752485,0.418483713,0.498163064,0.605044519
0.426011421,0.44383229,0.446551887,0.493207901,0.407366853,0.511132979,0.465964074,0.446550796,0.531565436,0.645738315
0.447903476,0.454649258,0.468580902,0.515007433,0.428775811,0.533791788,0.487833381,0.468579497,0.557538678,0.687458256
0.3081467,0.35575886,0.323407211,0.359464256,0.29567462,0.366979771,0.339116183,0.323406983,0.380931507,0.417105441
0.361424183,0.401388981,0.379916294,0.423087434,0.345550905,0.436260546,0.398195017,0.379915797,0.450994481,0.540975755
0.397642714,0.426617988,0.417459684,0.463075488,0.380070935,0.479283045,0.436542194,0.417458896,0.496341044,0.602774961
0.424921716,0.44253648,0.445267995,0.49150351,0.406442916,0.509336863,0.46449148,0.445266904,0.529456976,0.643143052
0.4466105,0.453257809,0.467091507,0.513107743,0.427656411,0.53179478,0.486159004,0.467090104,0.555230803,0.684616275
0.307767702,0.355098745,0.322952689,0.358819981,0.295350813,0.366321237,0.338576443,0.322952461,0.380132542,0.416390265
0.360769403,0.400470252,0.379152916,0.422073911,0.344982939,0.435205391,0.397319552,0.379152419,0.449780878,0.539535984
0.396777707,0.425555332,0.416474679,0.461828541,0.379307669,0.477979088,0.43543986,0.416473892,0.494875496,0.600972336
0.423894502,0.44138415,0.444118651,0.49009711,0.40552369,0.507866031,0.463227026,0.444117563,0.527823719,0.641147592
0.445455091,0.452045881,0.465815896,0.511585822,0.426610716,0.530205401,0.484773107,0.465814497,0.553479406,0.682461227
0.307481498,0.354542553,0.322592294,0.358279675,0.295119458,0.365768789,0.3381339,0.322592065,0.37945143,0.415793802
0.36021939,0.399684926,0.37850402,0.421207931,0.344513956,0.434304031,0.396571611,0.378503523,0.448752534,0.538313666
0.396038923,0.42464892,0.415632784,0.46077195,0.378658889,0.476875528,0.43450032,0.415631999,0.493652404,0.599471796
0.423017068,0.440404385,0.443140628,0.488916042,0.404737901,0.506632881,0.462157056,0.443139542,0.52647533,0.639502683
0.444472086,0.451018185,0.464736924,0.510316889,0.425717888,0.528882471,0.483608499,0.464735528,0.552043193,0.68069277
0.30719416,0.354047957,0.322245355,0.357794574,0.294877438,0.365273,0.337723037,0.322245126,0.378866668,0.415252205
0.35972707,0.399028183,0.377939992,0.420494138,0.344082519,0.433563421,0.395938442,0.377939495,0.447938087,0.537342153
0.395411523,0.423911271,0.414935469,0.459935384,0.378094877,0.476005169,0.433739268,0.414934685,0.492719164,0.598333825
0.422295959,0.439619135,0.442354393,0.488002803,0.404078397,0.505683022,0.461313328,0.442353308,0.525467181,0.638277082
0.443682472,0.450202342,0.463887132,0.509350645,0.424986858,0.527878574,0.482706592,0.463885739,0.550981572,0.679385157
0.306934853,0.35361461,0.321933704,0.357367721,0.294659048,0.364836799,0.337357121,0.321933474,0.378363429,0.414773164
0.359294421,0.398471879,0.377451274,0.419895176,0.343699386,0.432943262,0.395397994,0.377450777,0.447273783,0.536547478
0.394874972,0.423297696,0.414348445,0.459253176,0.377606132,0.475297452,0.433108278,0.414347661,0.49197944,0.597436127
0.421692059,0.438973026,0.44170604,0.48727136,0.403518449,0.504924509,0.460627368,0.441704957,0.524680923,0.637323885
0.443031704,0.449535739,0.463196871,0.50858599,0.424376203,0.527086282,0.481983362,0.463195481,0.550161225,0.678374473
0.306695709,0.353241778,0.321652229,0.356998068,0.294454063,0.364459146,0.337033404,0.321652,0.377941132,0.414355066
0.358920506,0.398014142,0.37703745,0.419407758,0.343362337,0.432439813,0.394949168,0.377036954,0.446749806,0.535918791
0.394428321,0.422803315,0.413868953,0.458715193,0.377192239,0.474741053,0.4326017,0.413868171,0.491412872,0.59675178
0.421201737,0.438458613,0.441188601,0.486705223,0.403056435,0.504339185,0.460088154,0.441187521,0.524088242,0.636607237
0.442512661,0.449008974,0.462654797,0.508001258,0.423881828,0.526482048,0.481422899,0.462653408,0.549548332,0.677619118
