9.09871985,9.24916371,9.17446638,9.20004158,9.20419174,9.20811338,9.21068176,9.21237446,9.21361871
9.44770667,9.20952145,9.21271809,9.2166744,9.21618352,9.21653193,9.216542,9.21659338,9.21660795
9.38404725,9.28732005,9.27899367,9.28719688,9.28791483,9.28954597,9.29016886,9.29075108,9.29110897
9.09925986,9.07220628,9.05691047,9.06619303,9.06676532,9.068311,9.06899321,9.069509,9.06988391
9.02452485,9.36102218,9.26209967,9.26947156,9.28170951,9.28371829,9.28536044,9.28709388,9.28819355
9.17975308,9.32712499,9.25188744,9.27708705,9.28120678,9.28501362,9.28756866,9.28922025,9.2904525
8.48713253,8.99381826,8.88494368,8.89407303,8.91125079,8.91432033,8.91629787,8.91884234,8.92047081
8.64392177,8.84210906,8.7722795,8.80403066,8.8097466,8.81526072,8.81866595,8.82094557,8.82261166
